SMILES	MOL_WEIGHT	LOGP	#ROTATABLE_BONDS	#ACCEPTORS	#DONORS	SURFACE_AREA	Water solubility	Caco2 permeability	Intestinal absorption (human)	Skin Permeability	P-glycoprotein substrate	P-glycoprotein I inhibitor	P-glycoprotein II inhibitor	VDss (human)	Fraction unbound (human)	BBB permeability	CNS permeability	CYP2D6 substrate	CYP3A4 substrate	CYP1A2 inhibitior	CYP2C19 inhibitior	CYP2C9 inhibitior	CYP2D6 inhibitior	CYP3A4 inhibitior	Total Clearance	Renal OCT2 substrate	AMES toxicity	Max. tolerated dose (human)	hERG I inhibitor	hERG II inhibitor	Oral Rat Acute Toxicity (LD50)	Oral Rat Chronic Toxicity (LOAEL)	Hepatotoxicity	Skin Sensitisation	<i>T.Pyriformis</i> toxicity	Minnow toxicity
O=C1[C@@H](Cc2ccc(Cl)c(Cl)c2)SC(=S)N1NS(=O)(=O)c1cccs1	453.419	3.7198	5	6	1	167.873	-5.928	1.259	90.208	-3.019	No	Yes	Yes	-0.32	0	-0.117	-2.307	No	Yes	No	Yes	Yes	No	Yes	-0.088	No	No	0.138	No	Yes	3.021	1.779	No	No	1.044	-1.221
COc1ccc2[nH]c([S@@](=O)Cc3ncc(C)c(OC)c3C)nc2c1	345.424	2.89974	5	5	1	142.245	-3.066	1.368	85.471	-2.735	Yes	Yes	No	-0.098	0.223	-0.367	-2.958	No	No	Yes	Yes	No	No	Yes	0.938	Yes	Yes	-0.231	No	No	2.179	1.482	Yes	No	0.285	0.586
O=C(O)COc1ccc(-c2c[nH]c(CNC(=O)Nc3ncc(Sc4ccccn4)s3)n2)cc1	482.547	3.8645	9	8	4	196.025	-2.931	-0.004	57.244	-2.735	Yes	No	No	-0.007	0.163	-2.257	-3.343	No	Yes	No	No	No	No	No	0.138	No	No	0.325	No	Yes	2.422	2.216	Yes	No	0.285	0.851
O=C(O)[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	580.285	-4.7014	9	16	9	203.589	-2.311	-0.828	0	-2.735	No	No	No	-0.215	0.422	-2.675	-6.61	No	No	No	No	No	No	No	0.069	No	No	0.312	No	No	2.588	5.713	No	No	0.285	10.602
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(C)C)n3)nc2c1	774.941	6.0527	9	11	4	323.946	-3.402	-0.386	61.57	-2.735	Yes	No	No	-0.019	0.097	-2.152	-3.908	No	Yes	No	No	No	No	No	0.216	No	No	0.52	No	No	2.755	2.384	Yes	No	0.285	1.399
CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1	319.407	2.9187	4	4	1	131.690	-3.386	1.336	90.773	-2.735	No	No	No	-0.859	0.287	0.127	-2.814	No	No	No	No	No	No	No	0.108	No	No	0.698	No	No	2.317	1.335	No	No	0.3	0.881
CC(C)[C@@H](C(=O)N[C@@H](Cc1ccc(OCCF)cc1)C(=O)O)n1cc(COc2ccc3nc(S(N)(=O)=O)sc3c2)nn1	620.685	2.4717	14	11	3	244.057	-3.126	-0.198	48.108	-2.735	Yes	No	No	-1.133	0.059	-2.307	-4.618	No	Yes	No	No	No	No	No	0.003	No	No	0.889	No	No	2.714	2.051	Yes	No	0.285	3.191
O=c1[nH]c(-c2ccc(N3[C@@H]4CC[C@H]3C[C@@H](OCc3c(-c5c(Cl)cccc5Cl)noc3C3CC3)C4)cc2F)no1	571.436	6.7248	7	7	1	232.557	-4.792	-0.008	100	-2.736	Yes	Yes	Yes	0.435	0.096	-1.355	-1.966	No	Yes	No	Yes	Yes	No	Yes	0.033	No	No	0.099	No	Yes	2.8	1.508	Yes	No	0.287	-2.411
CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@@H](O[C@H]4CCC(=O)[C@@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1O	769.841	2.9345	8	15	5	318.575	-3.202	0.765	68.552	-2.735	Yes	No	No	1.67	0.124	-2.19	-4.269	No	Yes	No	No	No	No	No	0.935	No	Yes	0.504	No	Yes	3.685	2.675	No	No	0.285	4.115
CNc1ccc(-c2ccc3cc(OC[C@H](O)C[18F])ccc3n2)cn1	326.361938	3.0477	6	5	2	138.692	-3.506	1.052	93.874	-2.993	Yes	Yes	No	0.059	0.279	0.013	-2.882	No	Yes	Yes	Yes	No	No	Yes	0.455	No	No	-0.16	No	Yes	2.469	1.177	Yes	No	0.323	2.301
CC(=O)Nc1ccc(CP(=O)([O-])O[C@@H](C)c2ccccc2)cc1	332.316	3.4762	6	4	1	135.395	-4.537	0.886	90.344	-2.952	No	Yes	No	-0.404	0	-0.434	-2.294	No	Yes	Yes	Yes	Yes	No	No	-0.211	No	Yes	0.455	No	Yes	2.028	1.531	No	No	0.938	0.103
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1	676.668	0.0679	9	15	8	273.926	-2.908	-0.36	12.731	-2.735	Yes	No	No	-0.287	0.245	-2.075	-5.229	No	No	No	No	No	No	No	0.053	No	No	0.352	No	Yes	2.389	5.611	No	No	0.285	4.439
O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	464.379	-0.5389	4	12	8	183.901	-3.046	-0.694	35.064	-2.735	Yes	No	No	-0.154	0.148	-1.904	-5.115	No	No	No	No	No	No	No	0.659	No	Yes	0.843	No	Yes	2.816	3.101	No	No	0.285	7.165
CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O	392.499	5.081	2	3	3	170.341	-4.767	1.084	93.278	-2.778	Yes	Yes	Yes	-0.284	0	-0.71	-1.6	No	Yes	Yes	Yes	Yes	No	Yes	-0.069	No	No	0.105	No	Yes	2.182	2.026	Yes	No	0.358	-0.797
CCCS(=O)(=O)N1CCN(Cc2ccc(NC(=O)c3ccc(-c4cc(NC(=O)C5CC5)ccc4OC(F)(F)F)cc3)cc2)CC1	644.716	5.7104	11	6	2	259.956	-4.383	0.95	95.866	-2.735	Yes	Yes	Yes	0.265	0.096	-1.449	-2.529	No	Yes	No	Yes	Yes	No	Yes	0.162	No	No	-0.092	No	Yes	2.351	1.259	Yes	No	0.285	-0.525
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1	280.283	2.64348	3	4	3	120.951	-3.356	0.39	81.13	-3.069	Yes	No	No	-0.509	0.21	-0.554	-2.748	No	No	Yes	No	No	No	No	0.124	No	Yes	1.023	No	No	2.204	1.405	No	No	0.992	1.22
COc1ccc2c(c1)nc(S(=O)Cc1ncc(C)c(OC)c1C)n2S(=O)(=O)c1ccc(OCC(=O)O)cc1	559.622	3.07354	10	10	1	221.072	-2.894	0.228	56.21	-2.735	Yes	No	Yes	-0.552	0.337	-1.726	-4.06	No	Yes	No	No	Yes	No	No	-0.055	No	No	0.175	No	No	2.456	0.965	Yes	No	0.285	0.006
O=C(Nc1c[nH]nc1-c1nc2ccc(C[NH+]3CCOCC3)cc2[nH]1)NC1CC1	382.448	0.652	5	4	5	161.404	-2.892	-0.242	62.776	-2.735	Yes	No	No	0.074	0.365	-1.889	-4.728	No	No	No	No	No	No	No	1.48	Yes	Yes	0.489	No	Yes	2.482	1.468	No	No	0.285	4.029
Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@H]43)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1	703.836	3.86572	14	12	2	283.665	-3.94	0.302	77.949	-2.735	Yes	Yes	Yes	-0.381	0	-1.528	-3.912	No	Yes	No	No	Yes	No	Yes	0.605	No	No	0.264	No	Yes	2.684	1.491	Yes	No	0.285	-2.339
O=C(O)CCCNC=C1N=C(c2ccccc2)OC1=O	274.276	1.2858	6	5	2	115.332	-2.177	0.759	64.416	-2.836	Yes	No	No	-0.774	0.423	-0.551	-2.884	No	No	No	No	No	No	No	0.927	No	No	-0.175	No	No	2.275	1.344	Yes	No	0.617	3.29
Cc1cc(-n2nc3c(c2-n2ccn(-c4ccc5c(cnn5C)c4F)c2=O)[C@H](C)N(C(=O)c2cc4cc([C@H]5CCOC(C)(C)C5)ccc4n2[C@@]2(c4noc(=O)[nH]4)C[C@@H]2C)CC3)cc(C)c1F	882.973	7.44214	7	13	1	370.353	-2.892	-0.112	100	-2.735	Yes	Yes	Yes	-0.227	0.346	-2.233	-3.366	No	Yes	No	No	Yes	No	Yes	-0.059	No	Yes	0.422	No	Yes	2.484	1.394	No	No	0.285	-2.84
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1	336.391	3.14388	7	4	3	146.411	-3.955	0.414	79.438	-2.984	Yes	Yes	No	-0.403	0.114	-0.554	-2.736	No	Yes	Yes	Yes	No	No	Yes	0.332	No	No	0.98	No	No	2.021	1.679	Yes	No	0.879	0.332
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2	320.341	2.73322	6	5	2	133.889	-3.478	0.07	58.392	-2.729	No	No	No	-0.582	0.22	-0.514	-3.001	No	No	No	No	No	No	No	0.637	No	No	0.497	No	No	2.781	2.122	No	No	0.332	0.666
CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1	512.9	5.1896	7	7	2	208.421	-4.184	0.83	95.833	-2.735	Yes	Yes	Yes	-0.031	0.154	-0.771	-3.288	No	Yes	No	No	Yes	No	Yes	-0.377	No	No	0.76	No	Yes	2.771	1.67	Yes	No	0.285	-1.855
O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O	862.746	-1.0956	9	18	12	347.779	-2.892	-0.906	0	-2.735	Yes	No	No	-0.026	0.372	-2.921	-6.256	No	No	No	No	No	No	No	-0.936	No	No	0.47	No	No	2.482	6.658	No	No	0.285	12.973
O=c1[nH]c(=O)n(COCCO)c(O)c1Cc1cccc(OCc2ccccc2)c1	398.415	1.3784	9	7	3	166.158	-4.434	-0.171	71.964	-2.737	Yes	Yes	Yes	-0.47	0.048	-1.288	-3.586	No	No	No	Yes	Yes	No	Yes	0.698	No	No	0.771	No	Yes	2.888	3.238	Yes	No	0.311	2.896
CS(=O)(=O)Nc1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1	433.877	3.7174	6	8	3	171.650	-4.066	0.436	87.115	-2.741	Yes	Yes	Yes	-0.051	0.013	-1.598	-3.405	No	No	Yes	Yes	Yes	No	Yes	-0.059	No	No	0.477	No	Yes	2.452	1.86	Yes	No	0.297	0.776
