SMILES	MOL_WEIGHT	LOGP	#ROTATABLE_BONDS	#ACCEPTORS	#DONORS	SURFACE_AREA	Water solubility	Caco2 permeability	Intestinal absorption (human)	Skin Permeability	P-glycoprotein substrate	P-glycoprotein I inhibitor	P-glycoprotein II inhibitor	VDss (human)	Fraction unbound (human)	BBB permeability	CNS permeability	CYP2D6 substrate	CYP3A4 substrate	CYP1A2 inhibitior	CYP2C19 inhibitior	CYP2C9 inhibitior	CYP2D6 inhibitior	CYP3A4 inhibitior	Total Clearance	Renal OCT2 substrate	AMES toxicity	Max. tolerated dose (human)	hERG I inhibitor	hERG II inhibitor	Oral Rat Acute Toxicity (LD50)	Oral Rat Chronic Toxicity (LOAEL)	Hepatotoxicity	Skin Sensitisation	<i>T.Pyriformis</i> toxicity	Minnow toxicity
COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC	344.319	2.897	4	7	2	142.160	-4	1.293	79.204	-2.735	Yes	No	Yes	-0.275	0.129	-0.345	-3.317	No	No	Yes	Yes	Yes	No	Yes	0.81	No	Yes	1.031	No	Yes	2.243	2.262	No	No	0.3	-0.394
O=c1c2c(O)cccc2oc2c([N+](=O)[O-])ccc(O)c12	273.2	2.2656	1	6	2	110.003	-3.29	-0.008	89.006	-2.749	Yes	No	No	-0.326	0.083	-0.321	-2.245	No	No	Yes	No	Yes	No	Yes	0.218	No	Yes	0.312	No	Yes	2.902	1.777	No	No	0.401	-0.42
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc2nc(NC3CCN(C4CCCC4)CC3)sc2c1	756.004	5.2217	14	11	3	310.807	-3.939	0.472	76.605	-2.735	Yes	Yes	Yes	1.626	0.03	-1.802	-3.604	No	Yes	No	No	No	No	Yes	0.37	No	No	-0.607	No	Yes	2.626	1.831	Yes	No	0.285	-0.78
CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1	418.862	3.7494	5	8	2	165.964	-4.122	0.736	95.502	-2.744	Yes	Yes	Yes	0.001	0.034	-0.872	-3.358	No	No	Yes	Yes	No	No	Yes	-0.077	No	No	0.435	No	Yes	2.501	1.749	Yes	No	0.302	-0.076
Nc1c(-c2cc(Cc3ccc(COc4ccccn4)cc3)no2)ccc[n+]1COP(=O)([O-])O	468.406	2.2109	9	8	2	189.017	-3.047	0.445	72.663	-2.741	Yes	Yes	Yes	0.053	0.334	-1.714	-3.09	No	Yes	No	No	Yes	No	Yes	0.684	No	No	0.114	No	Yes	2.919	0.778	Yes	No	0.285	2.256
Cc1cc(CNS(=O)(=O)c2cccc(N/C=C3\CCOC3=O)c2)nc(N)n1	389.437	1.08842	6	8	3	156.262	-2.492	0.434	75.231	-2.78	Yes	No	No	-0.063	0.248	-1.439	-3.212	No	Yes	No	No	No	No	No	0.703	No	No	-0.075	No	No	1.499	1.864	Yes	No	0.294	2.431
COc1ccc(O)c(-c2nc3cc(C(N)=[NH2+])ccc3[nH]2)c1	283.311	0.4085	3	3	4	120.262	-2.896	-0.375	72.304	-2.735	Yes	No	No	0.28	0.319	-0.691	-3.154	No	No	Yes	No	No	No	No	1.168	Yes	Yes	0.452	No	Yes	2.403	2.137	No	No	0.285	0.753
CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1	542.036	3.9395	8	10	1	226.277	-4.473	1.242	93.543	-2.744	Yes	Yes	Yes	1.404	0.127	-1.723	-3.727	No	Yes	No	No	No	No	Yes	0.68	No	No	0.016	No	Yes	2.907	1.774	No	No	0.287	1.358
O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1	314.257	1.7405	4	6	1	128.888	-3.375	-0.085	89.13	-2.732	No	No	No	-0.179	0.222	-0.974	-2.594	No	Yes	Yes	No	No	No	No	0.657	No	Yes	-0.436	No	No	2.588	1.296	No	No	0.987	0.796
CCc1cc(-c2n[nH]c(C(=O)O)c2-c2ccc3c(c2)OCO3)c(O)cc1O	368.345	3.1442	4	6	4	153.168	-2.911	0.182	60.356	-2.735	Yes	No	No	-0.614	0.025	-1.844	-3.467	No	No	No	No	No	No	No	0.318	No	No	0.759	No	No	2.484	3.103	No	No	0.285	1.874
CS(=O)(=O)c1ccc([C@H]2NOC([C@@H](CC3CC3)[C@H](N)C(=O)N3CC[C@H](F)C3)N2)c(F)c1	458.531	0.9923	7	7	3	179.908	-2.434	0.808	68.174	-2.735	Yes	No	No	0.002	0.419	-1.351	-3.643	No	No	No	No	No	No	No	0.612	No	No	-0.179	No	No	2.178	2.665	Yes	No	0.285	1.325
CC(NP(=O)(OCC1OC(n2ccc(N)nc2=O)C(F)(F)C1O)Oc1ccccc1)C(=O)OCc1ccccc1	580.481	2.6443	11	11	3	226.785	-4.518	0.08	65.963	-2.735	Yes	Yes	Yes	-0.631	0	-2.028	-4.182	No	Yes	No	No	No	No	Yes	-0.212	No	No	-0.102	No	Yes	2.088	2.401	Yes	No	0.285	-1.604
O=C(/C=C(\O)c1nnn[nH]1)c1c[nH]c2ccc(Cl)cc12	289.682	2.1162	3	5	3	116.817	-2.869	0.321	63.701	-2.735	Yes	No	No	-0.147	0.19	-1.705	-4.581	No	No	No	No	No	No	No	0.066	No	No	0.907	No	No	2.582	3.459	Yes	No	0.286	1.648
COc1ccc(Nc2nnc(-c3ccc(C(=O)NO)cc3)o2)cc1	326.312	2.6078	5	7	3	136.601	-3.764	0.459	81.522	-2.737	Yes	No	Yes	-0.305	0.045	-1.341	-2.797	No	No	Yes	No	No	No	Yes	0.206	No	No	0.865	No	Yes	3.161	2.858	Yes	No	0.3	0.91
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23	302.194	1.3128	0	8	4	118.565	-2.942	0.442	80.608	-2.735	Yes	No	No	0.165	0.147	-1.451	-3.606	No	No	Yes	Yes	No	No	No	0.678	No	No	0.93	No	No	2.416	2.645	No	No	0.285	1.673
COc1cccc2c1c(O)c(C(=O)N(C)c1ccc(C(F)(F)F)cc1)c(=O)n2C	406.36	3.5481	3	5	1	162.912	-4.742	1.437	94.742	-2.833	No	Yes	Yes	-0.29	0	-0.77	-2.087	No	Yes	No	Yes	Yes	No	No	0.117	No	No	0.376	No	Yes	2.487	1.182	Yes	No	0.438	-0.674
Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1	382.531	5.30824	4	2	0	172.701	-4.092	0.708	96.542	-2.672	Yes	Yes	Yes	1.126	0.288	0.917	-1.098	No	Yes	Yes	No	No	Yes	No	0.836	No	Yes	0.472	No	Yes	2.472	-0.32	No	No	0.288	-1.385
COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2	241.25	1.911	2	3	2	103.507	-2.831	0.86	87.068	-2.735	Yes	No	No	0.489	0.078	-0.036	-2.495	No	No	Yes	Yes	No	Yes	No	1.083	No	Yes	0.495	No	No	2.66	1.887	Yes	No	0.285	3.166
CN(Cc1coc2nc(N)nc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1	442.432	1.0714	9	9	5	181.386	-2.887	-0.687	25.009	-2.735	Yes	No	No	-0.679	0.283	-1.529	-3.909	No	No	No	No	No	No	No	0.37	No	No	-0.514	No	No	3.019	2.327	Yes	No	0.285	2.61
Cc1ccc(C(=O)Nc2cc(C(=O)N(C)C)cc(-c3ccc(C(=O)NO)cc3)c2)cc1	417.465	3.73512	5	4	3	179.828	-4.649	0.688	81.685	-2.735	Yes	Yes	Yes	-0.621	0	-0.788	-2.31	No	Yes	No	Yes	Yes	No	Yes	0.325	No	Yes	0.293	No	Yes	2.749	3.188	Yes	No	0.289	1.988
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1	329.467	4.3936	3	1	0	150.293	-5.42	1.047	98.891	-2.345	Yes	Yes	Yes	1.91	0.029	1.005	-1.269	No	Yes	Yes	No	No	Yes	No	0.547	Yes	No	0.13	No	Yes	2.259	0.327	No	No	1.782	0.132
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(O)c(O)c3)[nH]c(=O)c12	465.724	4.6334	4	6	3	185.028	-3.425	0.173	85.452	-2.735	Yes	No	Yes	-0.229	0.028	-1.811	-2.406	No	No	Yes	Yes	Yes	No	Yes	0.056	No	No	0.814	No	Yes	2.81	2.819	Yes	No	0.286	-1.719
O=C(Nc1nccs1)c1cccc(CN2C(=O)N(CC3CC3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	596.753	4.9874	10	6	3	255.176	-3.041	1.062	81.324	-2.735	Yes	Yes	Yes	0.021	0.051	-1.277	-2.33	Yes	Yes	No	Yes	Yes	No	Yes	0.093	No	No	0.734	No	Yes	2.391	3.315	Yes	No	0.285	0.452
NCc1cc(Oc2cccc(C(=O)N3C[C@@H](O)[C@H](F)C3)c2)nc(C(F)(F)F)c1	399.344	2.5062	4	5	2	157.088	-4.16	1.294	90.475	-3.082	Yes	No	No	0.267	0.289	-1.191	-3.084	No	Yes	No	No	No	No	No	0.317	No	No	0.082	No	No	3.031	1.944	Yes	No	0.407	2.43
COc1ccc(C(=O)N/N=C/c2cc(Br)c(O)c(Br)c2O)cc1	444.079	3.3953	4	5	3	148.597	-3.403	1.126	90.852	-3.011	Yes	No	No	-0.07	0.108	-1.213	-2.372	No	No	Yes	No	No	No	No	-0.172	No	No	0.762	No	Yes	1.77	1.926	No	No	0.722	-0.021
C[C@H](CN1CCOCC1)n1c(NC(N)=O)nc2cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc21	527.6	5.0405	5	6	2	225.383	-3.272	0.205	99.067	-2.762	Yes	Yes	Yes	0.647	0.362	-0.992	-2.649	No	Yes	No	Yes	No	No	Yes	0.543	No	No	0.246	Yes	Yes	2.18	0.889	Yes	No	0.289	-0.053
O=C1/C(=C/c2cc(Br)c(O)c(Br)c2O)Oc2cc(O)cc(O)c21	444.031	3.6502	1	6	4	146.075	-3.23	0.217	77.675	-2.743	Yes	No	No	0.101	0.168	-1.574	-3.108	No	No	No	No	No	No	No	-0.182	No	No	0.331	No	No	2.191	1.596	No	No	0.446	0.071
Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1	441.463	3.41654	7	8	2	182.832	-3.256	1.935	84.385	-2.735	Yes	Yes	No	0.702	0.124	-0.807	-3.251	No	Yes	No	No	Yes	No	Yes	0.576	No	No	0.387	No	Yes	2.363	1.037	Yes	No	0.285	0.726
O=C(O)c1ccc(-c2ccc3cc(O)ccc3n2)c(Cl)c1	299.713	3.959	2	3	2	124.808	-3.315	0.812	91.833	-2.7	Yes	No	No	-0.115	0.229	-0.307	-1.911	No	No	Yes	No	No	No	No	0.294	No	No	0.601	No	No	2.392	1.176	No	No	0.439	0.4
CNS(=O)(=O)c1ccc(-c2ccc(/C=C3\SC(=N)NC3=O)o2)cc1	363.42	1.99337	4	6	3	142.243	-3.383	0.983	78.619	-3.085	Yes	No	No	-0.585	0.118	-1.238	-3.493	No	Yes	No	No	No	No	No	-0.279	No	No	0.049	No	No	2.643	2.279	Yes	No	0.565	1.562
